anchor_left (0),anchor_right (100),clue,target,response_list,response_mean,difference,category,,,,,
Smells bad,Smells good,Morning air,44,"61, 61, 72, 80, 78",70.4,26.4,Subjective,,,,,
Smells bad,Smells good,Sea breeze,45,"70, 71, 75, 78, 78",74.4,29.4,Subjective,,,,,
Smells bad,Smells good,Damp basement,35,"20, 31, 12, 12, 12",17.4,17.6,Subjective,,,,,
Smells bad,Smells good,Coffee brewing,71,"72, 71, 92, 90, 88",82.6,11.6,Subjective,,,,,
Smells bad,Smells good,Old cheese,25,"7, 25, 10, 12, 12",13.2,11.8,Subjective,,,,,
Smells bad,Smells good,Fresh-cut wood,47,"65, 59, 85, 82, 82",74.6,27.6,Subjective,,,,,
Smells bad,Smells good,Orange slices,69,"74, 73, 88, 88, 88",82.2,13.2,Subjective,,,,,
Smells bad,Smells good,Scented candle,75,"67, 79, 90, 88, 88",82.4,7.4,Subjective,,,,,
Smells bad,Smells good,Fresh pizza,81,"76, 77, 85, 85, 85",81.6,0.6,Subjective,,,,,
Smells bad,Smells good,Sizzling fajitas,73,"81, 82, 88, 88, 85",84.8,11.8,Subjective,,,,,
Smells bad,Smells good,Hospitals,55,"60, 70, 35, 28, 28",44.2,10.8,Subjective,,,,,
Smells bad,Smells good,Old sneakers,37,"10, 28, 5, 5, 8",11.2,25.8,Subjective,,,,,
Smells bad,Smells good,Cedar wood,56,"68, 65, 85, 85, 82",77,21,Subjective,,,,,
Smells bad,Smells good,Dirty laundry,19,"18, 16, 8, 8, 8",11.6,7.4,Subjective,,,,,
Smells bad,Smells good,Wet dog,10,"16, 38, 10, 10, 10",16.8,6.8,Subjective,,,,,
Smells bad,Smells good,Fresh cookies,81,"80, 85, 95, 95, 92",89.4,8.4,Subjective,,,,,
Smells bad,Smells good,Deodorant,44,"76, 82, 72, 78, 72",76,32,Subjective,,,,,
Smells bad,Smells good,Bacon cooking,75,"72, 80, 88, 88, 88",83.2,8.2,Subjective,,,,,
Smells bad,Smells good,Fresh sneakers,67,"69, 76, 72, 65, 62",68.8,1.8,Subjective,,,,,
Smells bad,Smells good,Pine forest,59,"71, 70, 90, 90, 88",81.8,22.8,Subjective,,,,,
Smells bad,Smells good,New car,80,"85, 74, 72, 72, 72",75,5,Subjective,,,,,
Smells bad,Smells good,Sour milk,8,"2, 3, 3, 3, 5",3.2,4.8,Subjective,,,,,
Smells bad,Smells good,Peach,70,"74, 71, 82, 85, 82",78.8,8.8,Subjective,,,,,
Smells bad,Smells good,Garlic butter,79,"82, 83, 78, 82, 78",80.6,1.6,Subjective,,,,,
Smells bad,Smells good,Chocolate,74,"85, 69, 88, 88, 85",83,9,Subjective,,,,,
Easy to spell,Hard to spell,Tomorrow,73,"61, 68, 55, 42, 42",53.6,19.4,Subjective,,,,,
Easy to spell,Hard to spell,Train,22,"32, 20, 5, 5, 5",13.4,8.6,Subjective,,,,,
Easy to spell,Hard to spell,Receive,74,"74, 74, 58, 58, 55",63.8,10.2,Subjective,,,,,
Easy to spell,Hard to spell,Cake,14,"15, 15, 3, 3, 3",7.8,6.2,Subjective,,,,,
Easy to spell,Hard to spell,Ball,10,"13, 13, 2, 2, 3",6.6,3.4,Subjective,,,,,
Easy to spell,Hard to spell,Frog,18,"14, 17, 3, 3, 3",8,10,Subjective,,,,,
Easy to spell,Hard to spell,School,21,"25, 24, 22, 12, 12",19,2,Subjective,,,,,
Easy to spell,Hard to spell,February,84,"71, 73, 55, 62, 58",63.8,20.2,Subjective,,,,,
Easy to spell,Hard to spell,Hat,2,"6, 8, 2, 1, 2",3.8,1.8,Subjective,,,,,
Easy to spell,Hard to spell,Chair,41,"15, 27, 5, 5, 5",11.4,29.6,Subjective,,,,,
Easy to spell,Hard to spell,River,40,"39, 21, 8, 5, 5",15.6,24.4,Subjective,,,,,
Easy to spell,Hard to spell,Questionnaire,90,"80, 78, 85, 85, 82",82,8,Subjective,,,,,
Easy to spell,Hard to spell,Flower,43,"35, 29, 10, 8, 8",18,25,Subjective,,,,,
Easy to spell,Hard to spell,Science,65,"49, 51, 30, 32, 32",38.8,26.2,Subjective,,,,,
Easy to spell,Hard to spell,Star,18,"16, 18, 3, 2, 3",8.4,9.6,Subjective,,,,,
Easy to spell,Hard to spell,Conscientious,96,"79, 83, 92, 92, 92",87.6,8.4,Subjective,,,,,
Easy to spell,Hard to spell,Successful,81,"73, 43, 62, 55, 52",57,24,Subjective,,,,,
Easy to spell,Hard to spell,Happy,41,"20, 26, 3, 3, 3",11,30,Subjective,,,,,
Easy to spell,Hard to spell,Jump,9,"18, 19, 2, 2, 3",8.8,0.2,Subjective,,,,,
Easy to spell,Hard to spell,Milk,15,"13, 18, 2, 2, 2",7.4,7.6,Subjective,,,,,
Easy to spell,Hard to spell,Book,12,"14, 15, 2, 2, 2",7,5,Subjective,,,,,
Easy to spell,Hard to spell,Play,10,"15, 15, 2, 2, 2",7.2,2.8,Subjective,,,,,
Easy to spell,Hard to spell,Measure,71,"27, 43, 42, 35, 35",36.4,34.6,Subjective,,,,,
Easy to spell,Hard to spell,Millennium,89,"78, 85, 78, 78, 72",78.2,10.8,Subjective,,,,,
Easy to spell,Hard to spell,Watch,47,"49, 29, 8, 5, 5",19.2,27.8,Subjective,,,,,
Easy to spell,Hard to spell,Laughter,57,"66, 37, 52, 45, 42",48.4,8.6,Subjective,,,,,
Easy to spell,Hard to spell,Sleep,47,"30, 27, 5, 3, 3",13.6,33.4,Subjective,,,,,
Easy to spell,Hard to spell,Kitchen,57,"57, 30, 15, 10, 10",24.4,32.6,Subjective,,,,,
Easy to spell,Hard to spell,Cat,0,"6, 3, 2, 1, 1",2.6,2.6,Subjective,,,,,
Easy to spell,Hard to spell,Problem,65,"57, 29, 18, 12, 12",25.6,39.4,Subjective,,,,,
Easy to spell,Hard to spell,System,52,"53, 36, 20, 15, 15",27.8,24.2,Subjective,,,,,
Easy to spell,Hard to spell,Accommodate,95,"83, 85, 82, 82, 78",82,13,Subjective,,,,,
Easy to spell,Hard to spell,Study,38,"42, 26, 5, 5, 3",16.2,21.8,Subjective,,,,,
Easy to spell,Hard to spell,Dog,1,"4, 2, 2, 1, 1",2,1,Subjective,,,,,
Easy to spell,Hard to spell,Bureaucracy,86,"93, 90, 88, 90, 88",89.8,3.8,Subjective,,,,,
Easy to spell,Hard to spell,Mischievous,94,"88, 88, 72, 78, 72",79.6,14.4,Subjective,,,,,
Easy to spell,Hard to spell,Rain,11,"17, 7, 2, 2, 2",6,5,Subjective,,,,,
Easy to spell,Hard to spell,Clown,23,"28, 17, 5, 5, 5",12,11,Subjective,,,,,
Easy to spell,Hard to spell,Light,37,"26, 19, 5, 5, 5",12,25,Subjective,,,,,
Easy to spell,Hard to spell,Chrysanthemum,97,"90, 90, 95, 95, 92",92.4,4.6,Subjective,,,,,
Easy to spell,Hard to spell,Fire,13,"13, 9, 3, 3, 3",6.2,6.8,Subjective,,,,,
Easy to spell,Hard to spell,Run,3,"9, 5, 2, 1, 1",3.6,0.6,Subjective,,,,,
Easy to spell,Hard to spell,Definitely,82,"86, 73, 62, 62, 62",69,13,Subjective,,,,,
Easy to spell,Hard to spell,Bridge,52,"26, 28, 10, 8, 10",16.4,35.6,Subjective,,,,,
Easy to spell,Hard to spell,Fish,8,"14, 10, 3, 2, 2",6.2,1.8,Subjective,,,,,
Easy to spell,Hard to spell,Blue,17,"14, 8, 3, 3, 3",6.2,10.8,Subjective,,,,,
Easy to spell,Hard to spell,Tree,13,"10, 5, 3, 3, 3",4.8,8.2,Subjective,,,,,
Easy to spell,Hard to spell,About,36,"25, 22, 5, 5, 5",12.4,23.6,Subjective,,,,,
Easy to spell,Hard to spell,Necessary,72,"74, 75, 72, 72, 72",73,1,Subjective,,,,,
Easy to spell,Hard to spell,Mediterranean,88,"89, 86, 88, 88, 82",86.6,1.4,Subjective,,,,,
Easy subject,Hard subject,Basic reading,11,"15, 13, 3, 3, 3",7.4,3.6,Subjective,,,,,
Easy subject,Hard subject,Spelling words,13,"16, 26, 5, 8, 5",12,1,Subjective,,,,,
Easy subject,Hard subject,Simple art,13,"15, 20, 5, 5, 5",10,3,Subjective,,,,,
Easy subject,Hard subject,Real analysis,80,"90, 95, 90, 95, 92",92.4,12.4,Subjective,,,,,
Easy subject,Hard subject,Biochemistry,68,"85, 96, 78, 85, 82",85.2,17.2,Subjective,,,,,
Easy subject,Hard subject,Intro psychology,38,"35, 53, 22, 25, 25",32,6,Subjective,,,,,
Easy subject,Hard subject,Statistics,56,"46, 72, 62, 62, 58",60,4,Subjective,,,,,
Easy subject,Hard subject,General chemistry,50,"53, 76, 55, 55, 52",58.2,8.2,Subjective,,,,,
Easy subject,Hard subject,Show and tell,10,"7, 8, 2, 2, 2",4.2,5.8,Subjective,,,,,
Easy subject,Hard subject,Abstract algebra,87,"91, 93, 92, 95, 90",92.2,5.2,Subjective,,,,,
Easy subject,Hard subject,Linear algebra,65,"83, 81, 72, 72, 72",76,11,Subjective,,,,,
Easy subject,Hard subject,Story time,8,"9, 10, 2, 2, 2",5,3,Subjective,,,,,
Easy subject,Hard subject,Basic geography,28,"23, 30, 8, 8, 8",15.4,12.6,Subjective,,,,,
Easy subject,Hard subject,Quantum mechanics,86,"100, 100, 95, 97, 95",97.4,11.4,Subjective,,,,,
Easy subject,Hard subject,Pre-calculus,48,"76, 81, 55, 52, 55",63.8,15.8,Subjective,,,,,
Easy subject,Hard subject,Life skills,28,"21, 27, 10, 10, 12",16,12,Subjective,,,,,
Easy subject,Hard subject,Discrete math,62,"82, 85, 75, 72, 72",77.2,15.2,Subjective,,,,,
Easy subject,Hard subject,Ethics,40,"34, 63, 48, 42, 38",45,5,Subjective,,,,,
Easy subject,Hard subject,Anatomy,59,"79, 92, 65, 65, 62",72.6,13.6,Subjective,,,,,
Easy subject,Hard subject,Cooking class,28,"41, 39, 12, 15, 12",23.8,4.2,Subjective,,,,,
Easy subject,Hard subject,Finger painting,5,"19, 14, 2, 2, 2",7.8,2.8,Subjective,,,,,
Easy subject,Hard subject,Intro computer science,30,"23, 43, 35, 35, 32",33.6,3.6,Subjective,,,,,
Easy subject,Hard subject,Topology,83,"84, 93, 95, 92, 92",91.2,8.2,Subjective,,,,,
Easy subject,Hard subject,Algebraic topology,99,"89, 96, 97, 97, 95",94.8,4.2,Subjective,,,,,
Easy subject,Hard subject,Organic chemistry,77,"82, 90, 85, 90, 85",86.4,9.4,Subjective,,,,,
Easy subject,Hard subject,Environmental science,32,"33, 48, 32, 35, 35",36.6,4.6,Subjective,,,,,
Easy subject,Hard subject,Measure theory,97,"76, 86, 95, 95, 92",88.8,8.2,Subjective,,,,,
Easy subject,Hard subject,Coloring,1,"19, 8, 2, 1, 2",6.4,5.4,Subjective,,,,,
Easy subject,Hard subject,Differential equations,76,"84, 84, 80, 82, 82",82.4,6.4,Subjective,,,,,
Easy subject,Hard subject,Creative writing,30,"28, 32, 28, 25, 25",27.6,2.4,Subjective,,,,,
Easy subject,Hard subject,Basic economics,36,"36, 30, 25, 22, 22",27,9,Subjective,,,,,
Easy subject,Hard subject,Business studies,37,"32, 38, 35, 30, 32",33.4,3.6,Subjective,,,,,
Easy subject,Hard subject,Basic math,16,"18, 17, 5, 5, 5",10,6,Subjective,,,,,
Easy subject,Hard subject,Neuroscience,73,"93, 97, 82, 85, 85",88.4,15.4,Subjective,,,,,
Easy subject,Hard subject,Intro sociology,39,"32, 45, 22, 22, 22",28.6,10.4,Subjective,,,,,
Easy subject,Hard subject,Media literacy,35,"30, 38, 18, 20, 18",24.8,10.2,Subjective,,,,,
Easy subject,Hard subject,Complex analysis,81,"93, 94, 92, 95, 92",93.2,12.2,Subjective,,,,,
Easy subject,Hard subject,Economics,61,"46, 39, 55, 55, 52",49.4,11.6,Subjective,,,,,
Easy subject,Hard subject,Geometry,33,"39, 37, 35, 38, 38",37.4,4.4,Subjective,,,,,
Easy subject,Hard subject,Physical education,15,"30, 36, 8, 8, 8",18,3,Subjective,,,,,
Easy subject,Hard subject,Advanced physics,70,"90, 89, 90, 92, 88",89.8,19.8,Subjective,,,,,
Easy subject,Hard subject,Health class,34,"15, 34, 10, 10, 10",15.8,18.2,Subjective,,,,,
Easy subject,Hard subject,World history,33,"41, 40, 42, 40, 42",41,8,Subjective,,,,,
Easy subject,Hard subject,Molecular biology,76,"93, 91, 78, 82, 82",85.2,9.2,Subjective,,,,,
Easy subject,Hard subject,Liqiuid dynamics,87,"92, 92, 82, 88, 85",87.8,0.8,Subjective,,,,,
Easy subject,Hard subject,Theoretical physics,88,"87, 93, 93, 95, 92",92,4,Subjective,,,,,
Easy subject,Hard subject,String theory,90,"97, 99, 95, 97, 95",96.6,6.6,Subjective,,,,,
Easy subject,Hard subject,General biology,47,"45, 77, 30, 32, 32",43.2,3.8,Subjective,,,,,
Easy subject,Hard subject,Genetics,70,"76, 84, 68, 68, 68",72.8,2.8,Subjective,,,,,
Easy subject,Hard subject,Calculus,62,"70, 79, 72, 72, 72",73,11,Subjective,,,,,
